1,Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
7407,MIA,6,10/30/2017,Home,MIN,L,122,125,49,93,0.527,7,27,0.259,17,25,0.68,15,49,17,8,5,24,28,41,91,0.451,11,23,0.478,32,35,0.914,10,40,20,16,4,16,25
8300,MIA,7,11/1/2017,Home,CHI,W,97,91,34,83,0.41,12,31,0.387,17,19,0.895,3,48,21,8,0,11,19,36,89,0.404,7,28,0.25,12,19,0.632,7,54,20,7,6,12,19
9105,MIA,8,11/3/2017,Away,DEN,L,94,95,36,77,0.468,15,37,0.405,7,11,0.636,8,41,23,9,6,23,24,36,80,0.45,9,23,0.391,14,25,0.56,13,41,17,9,6,17,16
10105,MIA,9,11/5/2017,Away,LAC,W,104,101,37,84,0.44,14,36,0.389,16,19,0.842,10,37,23,12,6,16,26,34,87,0.391,9,31,0.29,24,30,0.8,18,50,16,11,4,15,22
11144,MIA,10,11/6/2017,Away,GSW,L,80,97,30,83,0.361,8,26,0.308,12,17,0.706,7,44,19,10,6,20,20,32,87,0.368,11,32,0.344,22,24,0.917,13,51,20,12,10,14,21
12121,MIA,11,11/8/2017,Away,PHO,W,126,115,43,81,0.531,12,30,0.4,28,35,0.8,11,53,21,5,4,14,25,40,88,0.455,12,29,0.414,23,30,0.767,6,34,20,4,2,11,29
13108,MIA,12,11/10/2017,Away,UTA,W,84,74,30,77,0.39,10,25,0.4,14,18,0.778,7,48,10,9,6,19,20,25,74,0.338,5,21,0.238,19,22,0.864,4,40,12,10,7,17,20
14105,MIA,13,11/12/2017,Away,DET,L,103,112,39,90,0.433,13,37,0.351,12,16,0.75,7,39,25,8,5,9,22,42,87,0.483,14,28,0.5,14,20,0.7,11,54,24,2,5,13,17
15105,MIA,14,11/15/2017,Home,WAS,L,93,102,32,78,0.41,13,30,0.433,16,19,0.842,12,42,15,3,3,17,20,32,78,0.41,9,19,0.474,29,31,0.935,11,40,9,8,2,12,19
16105,MIA,15,11/17/2017,Away,WAS,W,91,88,34,83,0.41,10,35,0.286,13,18,0.722,10,52,21,6,7,15,19,32,84,0.381,10,35,0.286,14,16,0.875,7,46,18,4,4,12,17
17105,MIA,16,11/19/2017,Home,IND,L,95,120,35,83,0.422,13,37,0.351,12,14,0.857,10,35,21,8,2,14,11,51,85,0.6,11,23,0.478,7,8,0.875,9,42,33,9,7,12,14
18105,MIA,17,11/22/2017,Home,BOS,W,104,98,40,81,0.494,10,28,0.357,14,16,0.875,7,48,20,3,4,16,22,35,84,0.417,9,26,0.346,19,27,0.704,7,37,19,11,4,11,19
19105,MIA,18,11/24/2017,Away,MIN,W,109,97,38,80,0.475,19,39,0.487,14,16,0.875,9,42,29,4,4,13,24,37,84,0.44,7,17,0.412,16,26,0.615,13,44,21,9,3,10,16
20105,MIA,19,11/26/2017,Away,CHI,W,100,93,34,75,0.453,13,32,0.406,19,23,0.826,1,45,19,9,5,12,14,33,89,0.371,14,33,0.424,13,16,0.813,7,47,25,10,2,13,18
21144,MIA,20,11/28/2017,Away,CLE,L,97,108,37,84,0.44,10,31,0.323,13,20,0.65,8,42,24,7,5,15,19,40,81,0.494,11,33,0.333,17,23,0.739,5,45,21,12,2,13,17
22121,MIA,21,11/29/2017,Away,NYK,L,86,115,32,84,0.381,10,38,0.263,12,20,0.6,9,31,21,13,4,15,20,44,73,0.603,5,13,0.385,22,26,0.846,8,52,26,10,5,20,20
23108,MIA,22,12/1/2017,Home,CHO,W,105,100,39,80,0.488,14,35,0.4,13,21,0.619,9,39,25,8,4,21,24,38,79,0.481,5,20,0.25,19,21,0.905,10,40,21,9,5,22,24
24105,MIA,23,12/3/2017,Home,GSW,L,95,123,33,81,0.407,14,37,0.378,15,17,0.882,5,28,17,5,4,11,15,47,84,0.56,11,30,0.367,18,24,0.75,7,41,32,4,4,9,14
25105,MIA,24,12/6/2017,Away,SAS,L,105,117,39,72,0.542,18,34,0.529,9,12,0.75,6,29,28,7,4,18,17,46,87,0.529,13,25,0.52,12,14,0.857,10,34,30,6,7,11,14
26105,MIA,25,12/9/2017,Away,BRK,W,101,89,42,90,0.467,8,27,0.296,9,14,0.643,8,44,15,6,8,5,17,33,81,0.407,7,27,0.259,16,19,0.842,8,43,16,3,3,12,17
27105,MIA,26,12/11/2017,Away,MEM,W,107,82,37,66,0.561,14,27,0.519,19,24,0.792,2,35,24,8,8,13,22,28,72,0.389,8,27,0.296,18,27,0.667,6,31,17,6,1,14,22
28105,MIA,27,12/13/2017,Home,POR,L,95,102,34,72,0.472,13,30,0.433,14,23,0.609,10,36,19,6,1,15,21,36,72,0.5,10,28,0.357,20,23,0.87,5,33,14,7,2,11,21
29105,MIA,28,12/15/2017,Away,CHO,W,104,98,39,78,0.5,11,31,0.355,15,17,0.882,5,41,25,10,8,16,22,34,83,0.41,10,27,0.37,20,27,0.741,10,41,21,7,1,16,13
30105,MIA,29,12/16/2017,Home,LAC,W,90,85,31,82,0.378,12,35,0.343,16,21,0.762,9,37,22,10,8,8,15,35,80,0.438,8,28,0.286,7,14,0.5,12,46,18,3,5,17,22
31144,MIA,30,12/18/2017,Away,ATL,L,104,110,36,79,0.456,7,25,0.28,25,30,0.833,8,42,19,9,6,19,28,38,83,0.458,8,22,0.364,26,31,0.839,10,39,25,8,6,12,23
32121,MIA,31,12/20/2017,Away,BOS,W,90,89,33,75,0.44,10,28,0.357,14,25,0.56,6,46,23,6,3,12,16,30,80,0.375,13,32,0.406,16,21,0.762,5,44,18,5,5,10,22
33108,MIA,32,12/22/2017,Home,DAL,W,113,101,46,72,0.639,16,25,0.64,5,6,0.833,2,35,25,3,3,11,15,38,75,0.507,17,35,0.486,8,11,0.727,3,22,28,5,2,8,12
34105,MIA,33,12/23/2017,Home,NOP,L,94,109,36,85,0.424,10,32,0.313,12,15,0.8,13,38,18,4,3,13,19,39,73,0.534,15,25,0.6,16,19,0.842,6,37,27,5,10,14,20
35105,MIA,34,12/26/2017,Home,ORL,W,107,89,41,91,0.451,11,33,0.333,14,17,0.824,16,53,22,11,5,15,20,33,81,0.407,5,20,0.25,18,22,0.818,10,42,14,8,5,17,20
36105,MIA,35,12/29/2017,Home,BRK,L,87,111,30,89,0.337,3,26,0.115,24,31,0.774,12,43,12,9,3,11,18,39,79,0.494,11,26,0.423,22,25,0.88,8,54,25,8,4,18,23
37105,MIA,36,12/30/2017,Away,ORL,W,117,111,45,88,0.511,12,24,0.5,15,18,0.833,11,40,24,6,2,8,17,44,81,0.543,12,27,0.444,11,15,0.733,9,37,31,2,9,12,20
38105,MIA,37,1/3/2018,Home,DET,W,111,104,43,84,0.512,17,34,0.5,8,11,0.727,7,41,29,6,3,12,16,41,86,0.477,9,24,0.375,13,16,0.813,5,35,21,4,2,9,14
39105,MIA,38,1/5/2018,Home,NYK,W,107,103,38,94,0.404,12,42,0.286,19,20,0.95,15,44,24,10,5,14,19,39,80,0.488,5,13,0.385,20,23,0.87,8,39,14,11,7,19,26
40105,MIA,39,1/7/2018,Home,UTA,W,103,102,40,83,0.482,9,29,0.31,14,20,0.7,8,37,21,6,6,8,16,37,82,0.451,10,32,0.313,18,20,0.9,8,44,15,6,5,11,18
41144,MIA,40,1/9/2018,Away,TOR,W,90,89,39,97,0.402,4,22,0.182,8,10,0.8,20,64,18,2,14,13,19,35,90,0.389,7,21,0.333,12,15,0.8,7,37,15,7,12,5,16
42121,MIA,41,1/10/2018,Away,IND,W,114,106,43,81,0.531,13,30,0.433,15,21,0.714,6,37,25,6,6,15,25,43,87,0.494,1,18,0.056,19,29,0.655,12,45,13,7,3,14,23
43108,MIA,42,1/14/2018,Home,MIL,W,97,79,35,76,0.461,11,29,0.379,16,20,0.8,3,49,23,8,8,13,18,25,79,0.316,4,28,0.143,25,27,0.926,8,40,9,8,1,15,23
44105,MIA,43,1/15/2018,Away,CHI,L,111,119,40,84,0.476,12,36,0.333,19,24,0.792,4,40,35,5,4,14,19,42,88,0.477,16,39,0.41,19,22,0.864,7,45,27,6,2,9,23
45105,MIA,44,1/17/2018,Away,MIL,W,106,101,38,82,0.463,10,24,0.417,20,27,0.741,10,46,28,4,7,15,28,33,76,0.434,11,28,0.393,24,32,0.75,5,38,23,6,4,9,25
46105,MIA,45,1/19/2018,Away,BRK,L,95,101,35,84,0.417,7,22,0.318,18,25,0.72,12,43,22,7,7,11,22,36,76,0.474,9,32,0.281,20,26,0.769,10,44,20,5,8,14,18
47105,MIA,46,1/20/2018,Away,CHO,W,106,105,43,87,0.494,13,28,0.464,7,12,0.583,8,47,28,5,6,14,17,41,90,0.456,7,27,0.259,16,21,0.762,8,43,22,9,8,7,12
48105,MIA,47,1/22/2018,Away,HOU,L,90,99,39,82,0.476,7,30,0.233,5,9,0.556,9,42,18,7,4,16,18,36,81,0.444,15,37,0.405,12,18,0.667,8,38,20,10,3,14,15
49105,MIA,48,1/25/2018,Home,SAC,L,88,89,31,82,0.378,12,34,0.353,14,18,0.778,7,46,19,8,4,13,19,38,81,0.469,5,12,0.417,8,14,0.571,5,38,17,3,6,13,21
50105,MIA,49,1/27/2018,Home,CHO,W,95,91,38,85,0.447,8,26,0.308,11,18,0.611,11,51,25,4,5,12,24,29,84,0.345,5,24,0.208,28,35,0.8,12,46,12,6,6,7,15
51144,MIA,50,1/29/2018,Away,DAL,W,95,88,34,75,0.453,12,31,0.387,15,19,0.789,11,41,23,9,11,16,19,33,86,0.384,8,29,0.276,14,16,0.875,11,40,20,10,3,12,22
52121,MIA,51,1/31/2018,Away,CLE,L,89,91,36,83,0.434,3,28,0.107,14,25,0.56,6,52,17,8,5,19,25,28,80,0.35,6,26,0.231,29,38,0.763,7,45,18,9,5,16,20
53108,MIA,52,2/2/2018,Away,PHI,L,97,103,34,87,0.391,12,37,0.324,17,26,0.654,16,49,20,3,5,11,16,42,85,0.494,8,24,0.333,11,15,0.733,9,39,28,9,4,10,23
54105,MIA,53,2/3/2018,Away,DET,L,107,111,44,91,0.484,14,36,0.389,5,7,0.714,7,33,30,13,4,11,14,44,84,0.524,9,26,0.346,14,17,0.824,13,49,23,7,5,17,12
55105,MIA,54,2/5/2018,Home,ORL,L,109,111,40,93,0.43,3,23,0.13,26,35,0.743,17,53,21,5,4,12,19,41,84,0.488,13,30,0.433,16,19,0.842,5,39,25,8,5,11,26
56105,MIA,55,2/7/2018,Home,HOU,L,101,109,39,88,0.443,13,32,0.406,10,12,0.833,15,41,23,3,3,13,17,38,74,0.514,12,31,0.387,21,26,0.808,4,35,16,8,6,9,16
57105,MIA,56,2/9/2018,Home,MIL,W,91,85,32,88,0.364,10,26,0.385,17,18,0.944,13,51,16,7,7,16,21,32,76,0.421,6,20,0.3,15,17,0.882,2,37,18,9,9,17,20
58105,MIA,57,2/13/2018,Away,TOR,L,112,115,42,86,0.488,12,29,0.414,16,19,0.842,10,51,24,5,3,16,18,42,90,0.467,13,35,0.371,18,23,0.783,7,40,24,7,3,8,19
59105,MIA,58,2/14/2018,Away,PHI,L,102,104,35,77,0.455,11,27,0.407,21,29,0.724,3,29,23,9,5,10,21,39,92,0.424,9,35,0.257,17,25,0.68,23,60,25,6,2,17,23
60105,MIA,59,2/23/2018,Away,NOP,L,123,124,50,108,0.463,6,18,0.333,17,26,0.654,13,58,26,12,5,13,23,48,108,0.444,8,31,0.258,20,24,0.833,13,56,27,9,13,15,18
61144,MIA,60,2/24/2018,Home,MEM,W,115,89,41,89,0.461,12,33,0.364,21,27,0.778,14,50,27,15,6,10,17,35,80,0.438,5,11,0.455,14,17,0.824,9,40,16,7,3,19,22
62121,MIA,61,2/27/2018,Home,PHI,W,102,101,36,82,0.439,9,27,0.333,21,28,0.75,11,37,19,12,9,15,19,35,84,0.417,12,31,0.387,19,23,0.826,10,44,25,10,3,23,24
63108,MIA,62,3/1/2018,Home,LAL,L,113,131,46,95,0.484,9,31,0.29,12,16,0.75,14,40,23,6,5,11,21,47,79,0.595,16,29,0.552,21,26,0.808,6,36,29,9,5,13,17
64105,MIA,63,3/3/2018,Home,DET,W,105,96,37,82,0.451,12,29,0.414,19,28,0.679,15,45,19,11,5,13,20,37,89,0.416,7,24,0.292,15,21,0.714,17,46,18,8,2,18,23
65105,MIA,64,3/5/2018,Home,PHO,W,125,103,47,92,0.511,12,36,0.333,19,23,0.826,16,51,33,12,6,10,14,42,87,0.483,10,24,0.417,9,18,0.5,12,40,21,3,2,17,20
66105,MIA,65,3/6/2018,Away,WAS,L,113,117,42,94,0.447,9,33,0.273,20,27,0.741,13,41,26,11,3,14,24,40,80,0.5,14,24,0.583,23,27,0.852,8,41,25,7,3,18,22
67105,MIA,66,3/8/2018,Home,PHI,W,108,99,42,89,0.472,14,26,0.538,10,18,0.556,6,49,26,10,8,14,20,34,86,0.395,15,37,0.405,16,21,0.762,9,46,28,9,4,18,20
68105,MIA,67,3/10/2018,Home,WAS,W,129,102,52,88,0.591,10,28,0.357,15,21,0.714,5,42,27,9,5,10,25,34,77,0.442,7,20,0.35,27,34,0.794,8,40,22,4,2,15,20
69105,MIA,68,3/12/2018,Away,POR,L,99,115,39,91,0.429,10,31,0.323,11,16,0.688,10,46,24,6,4,11,24,38,83,0.458,14,36,0.389,25,30,0.833,9,50,23,5,6,12,15
70105,MIA,69,3/14/2018,Away,SAC,L,119,123,41,99,0.414,18,43,0.419,19,21,0.905,15,53,26,5,2,14,23,48,94,0.511,8,24,0.333,19,25,0.76,8,43,23,6,7,11,21
71144,MIA,70,3/16/2018,Away,LAL,W,92,91,36,94,0.383,10,36,0.278,10,14,0.714,12,43,23,14,6,11,18,32,76,0.421,9,19,0.474,18,22,0.818,7,49,22,5,4,20,17
72121,MIA,71,3/19/2018,Home,DEN,W,149,141,56,102,0.549,20,36,0.556,17,27,0.63,7,46,36,5,11,11,26,46,100,0.46,18,38,0.474,31,37,0.838,11,46,23,10,5,13,25
73108,MIA,72,3/21/2018,Home,NYK,W,119,98,45,81,0.556,15,34,0.441,14,19,0.737,5,32,31,9,2,7,17,39,89,0.438,10,31,0.323,10,12,0.833,13,40,21,6,1,14,16
74105,MIA,73,3/23/2018,Away,OKC,L,99,105,34,87,0.391,13,30,0.433,18,20,0.9,8,41,22,4,1,10,25,36,84,0.429,8,26,0.308,25,33,0.758,12,51,17,7,1,11,23
75105,MIA,74,3/25/2018,Away,IND,L,107,113,41,86,0.477,14,35,0.4,11,14,0.786,7,39,32,10,3,17,20,44,90,0.489,8,23,0.348,17,21,0.81,10,51,26,12,7,17,17
76105,MIA,75,3/27/2018,Home,CLE,W,98,79,37,78,0.474,9,29,0.31,15,20,0.75,9,44,24,10,9,14,18,31,85,0.365,4,26,0.154,13,19,0.684,12,42,15,8,1,14,18
77105,MIA,76,3/29/2018,Home,CHI,W,103,92,37,82,0.451,7,27,0.259,22,24,0.917,7,44,20,7,7,17,23,33,90,0.367,6,26,0.231,20,26,0.769,14,50,19,10,5,18,19
78105,MIA,77,3/31/2018,Home,BRK,L,109,110,43,95,0.453,7,17,0.412,16,21,0.762,10,51,19,6,6,18,22,39,91,0.429,10,35,0.286,22,28,0.786,7,47,28,11,5,15,24
79105,MIA,78,4/3/2018,Home,ATL,W,101,98,41,91,0.451,8,33,0.242,11,13,0.846,11,46,22,10,8,14,16,37,88,0.42,13,33,0.394,11,15,0.733,12,49,24,10,1,15,15
80105,MIA,79,4/4/2018,Away,ATL,W,115,86,42,94,0.447,17,38,0.447,14,17,0.824,10,54,23,9,10,11,17,33,90,0.367,9,30,0.3,11,17,0.647,10,48,20,5,6,15,16
81110,MIA,80,4/6/2018,Away,NYK,L,98,122,35,88,0.398,7,27,0.259,21,22,0.955,7,42,20,7,5,13,19,45,89,0.506,18,37,0.486,14,21,0.667,9,51,33,7,5,12,23
82105,MIA,81,4/9/2018,Home,OKC,L,93,115,40,87,0.46,5,22,0.227,8,14,0.571,8,43,21,6,4,15,24,35,81,0.432,14,35,0.4,31,38,0.816,7,43,21,9,4,9,15
1408,MIA,82,4/11/2018,Home,TOR,W,116,109,46,106,0.434,11,26,0.423,13,20,0.65,19,56,26,8,7,9,18,42,92,0.457,9,30,0.3,16,21,0.762,9,47,24,5,10,13,24
2408,MIL,1,10/18/2017,Away,BOS,W,108,100,38,76,0.5,7,21,0.333,25,30,0.833,6,45,19,6,4,15,22,39,91,0.429,11,28,0.393,11,21,0.524,11,43,23,12,2,12,27
3408,MIL,2,10/20/2017,Home,CLE,L,97,116,38,82,0.463,11,35,0.314,10,12,0.833,8,30,23,9,2,14,17,44,81,0.543,11,26,0.423,17,17,1,9,44,25,8,3,17,10
4408,MIL,3,10/21/2017,Home,POR,W,113,110,42,80,0.525,7,18,0.389,22,30,0.733,7,35,22,9,8,14,23,34,81,0.42,11,28,0.393,31,35,0.886,13,42,18,10,6,16,22
5408,MIL,4,10/23/2017,Home,CHO,W,103,94,40,85,0.471,9,26,0.346,14,16,0.875,5,42,24,8,4,13,27,33,78,0.423,7,26,0.269,21,36,0.583,10,48,17,3,5,14,21
6408,MIL,5,10/26/2017,Home,BOS,L,89,96,35,77,0.455,11,25,0.44,8,14,0.571,2,37,22,6,3,16,20,33,78,0.423,11,30,0.367,19,22,0.864,6,45,21,7,4,15,14
7408,MIL,6,10/29/2017,Away,ATL,W,117,106,44,81,0.543,13,26,0.5,16,21,0.762,5,43,30,9,3,14,27,36,77,0.468,13,29,0.448,21,26,0.808,3,31,27,9,2,16,21
8301,MIL,7,10/31/2017,Home,OKC,L,91,110,32,77,0.416,9,31,0.29,18,22,0.818,4,31,24,8,4,14,22,40,81,0.494,12,28,0.429,18,21,0.857,9,46,24,6,3,15,20
9106,MIL,8,11/1/2017,Away,CHO,L,121,126,45,91,0.495,19,36,0.528,12,15,0.8,9,40,29,3,3,14,25,45,84,0.536,14,25,0.56,22,29,0.759,7,41,21,5,3,11,18
10106,MIL,9,11/3/2017,Away,DET,L,96,105,39,83,0.47,10,25,0.4,8,9,0.889,7,36,27,6,6,13,24,37,78,0.474,8,26,0.308,23,28,0.821,7,39,21,10,4,12,11
11145,MIL,10,11/7/2017,Away,CLE,L,119,124,47,83,0.566,13,30,0.433,12,16,0.75,8,36,29,6,8,16,31,41,82,0.5,9,18,0.5,33,38,0.868,12,39,18,7,4,12,16
12122,MIL,11,11/10/2017,Away,SAS,W,94,87,41,89,0.461,5,18,0.278,7,14,0.5,11,47,27,10,7,13,13,34,80,0.425,9,29,0.31,10,11,0.909,9,43,23,8,6,18,15
13109,MIL,12,11/11/2017,Home,LAL,W,98,90,35,85,0.412,6,23,0.261,22,26,0.846,9,42,16,11,4,12,27,31,74,0.419,6,22,0.273,22,37,0.595,8,48,21,7,9,21,22
14106,MIL,13,11/13/2017,Home,MEM,W,110,103,40,82,0.488,12,22,0.545,18,25,0.72,10,36,23,6,5,9,19,37,76,0.487,11,26,0.423,18,21,0.857,8,37,21,5,1,14,25
15106,MIL,14,11/15/2017,Home,DET,W,99,95,38,78,0.487,8,22,0.364,15,21,0.714,11,43,24,10,16,15,19,30,85,0.353,15,37,0.405,20,23,0.87,17,45,23,7,3,16,20
16106,MIL,15,11/18/2017,Away,DAL,L,79,111,28,74,0.378,6,25,0.24,17,31,0.548,8,38,13,8,5,12,25,38,79,0.481,19,38,0.5,16,19,0.842,7,49,27,7,2,16,26
17106,MIL,16,11/20/2017,Home,WAS,L,88,99,35,79,0.443,4,22,0.182,14,19,0.737,6,33,17,10,7,9,19,39,74,0.527,9,24,0.375,12,17,0.706,8,46,23,4,1,16,18
18106,MIL,17,11/22/2017,Away,PHO,W,113,107,42,97,0.433,8,29,0.276,21,31,0.677,13,42,19,16,6,14,30,37,93,0.398,7,22,0.318,26,33,0.788,22,60,15,7,9,29,26
19106,MIL,18,11/25/2017,Away,UTA,L,108,121,41,77,0.532,8,21,0.381,18,23,0.783,8,40,19,5,6,16,21,46,81,0.568,18,32,0.563,11,19,0.579,5,30,31,8,2,10,19
20106,MIL,19,11/28/2017,Away,SAC,W,112,87,42,71,0.592,9,22,0.409,19,31,0.613,1,38,27,13,5,12,22,31,77,0.403,5,17,0.294,20,29,0.69,9,40,15,5,2,16,21
21145,MIL,20,11/30/2017,Away,POR,W,103,91,42,87,0.483,6,20,0.3,13,15,0.867,5,35,19,11,5,9,20,35,83,0.422,6,23,0.261,15,17,0.882,10,50,17,5,3,19,14
22122,MIL,21,12/2/2017,Home,SAC,W,109,104,34,69,0.493,6,19,0.316,35,42,0.833,9,36,20,9,6,15,18,37,77,0.481,11,24,0.458,19,21,0.905,6,33,20,7,1,15,28
23109,MIL,22,12/4/2017,Away,BOS,L,100,111,35,78,0.449,9,21,0.429,21,24,0.875,3,28,17,6,2,9,17,43,78,0.551,10,22,0.455,15,19,0.789,8,45,25,5,3,14,20
24106,MIL,23,12/6/2017,Home,DET,W,104,100,39,79,0.494,8,22,0.364,18,26,0.692,13,41,22,7,5,12,21,36,87,0.414,10,30,0.333,18,27,0.667,17,46,20,5,0,11,20
25106,MIL,24,12/8/2017,Home,DAL,W,109,102,36,79,0.456,8,24,0.333,29,34,0.853,7,40,20,10,6,10,24,35,75,0.467,10,24,0.417,22,26,0.846,4,36,18,6,2,11,22
26106,MIL,25,12/9/2017,Home,UTA,W,117,100,44,81,0.543,7,17,0.412,22,26,0.846,8,41,22,8,6,11,29,33,76,0.434,8,23,0.348,26,37,0.703,9,35,20,7,3,16,23
27106,MIL,26,12/13/2017,Away,NOP,L,108,115,44,95,0.463,8,27,0.296,12,19,0.632,15,38,23,14,5,9,13,45,80,0.563,13,25,0.52,12,15,0.8,9,41,35,5,8,21,16
28106,MIL,27,12/15/2017,Home,CHI,L,109,115,40,83,0.482,9,33,0.273,20,29,0.69,9,43,24,6,5,11,24,42,86,0.488,8,22,0.364,23,35,0.657,14,50,24,8,0,12,26
29106,MIL,28,12/16/2017,Away,HOU,L,111,115,38,82,0.463,8,27,0.296,27,33,0.818,8,40,17,12,7,14,34,35,76,0.461,11,35,0.314,34,42,0.81,4,38,16,7,4,15,23
30106,MIL,29,12/19/2017,Home,CLE,W,119,116,43,82,0.524,11,29,0.379,22,27,0.815,8,40,27,12,3,14,18,40,80,0.5,16,41,0.39,20,24,0.833,7,37,26,9,3,14,20
31145,MIL,30,12/22/2017,Home,CHO,W,109,104,41,87,0.471,8,29,0.276,19,23,0.826,6,43,27,7,5,7,16,39,88,0.443,12,26,0.462,14,17,0.824,9,43,21,4,7,9,18
32122,MIL,31,12/23/2017,Away,CHO,L,106,111,42,87,0.483,8,26,0.308,14,17,0.824,7,35,25,4,2,9,32,36,74,0.486,9,21,0.429,30,40,0.75,9,43,22,2,7,16,20
33109,MIL,32,12/26/2017,Home,CHI,L,106,115,39,83,0.47,10,31,0.323,18,24,0.75,4,41,23,2,8,17,21,45,103,0.437,10,28,0.357,15,25,0.6,15,47,26,11,3,6,19
34106,MIL,33,12/28/2017,Home,MIN,W,102,96,41,75,0.547,5,15,0.333,15,16,0.938,7,36,23,10,0,16,18,34,71,0.479,9,28,0.321,19,26,0.731,6,33,20,9,3,16,14
35106,MIL,34,12/29/2017,Away,OKC,W,97,95,40,85,0.471,9,29,0.31,8,17,0.471,12,43,26,9,7,9,23,38,83,0.458,7,25,0.28,12,21,0.571,10,45,16,5,5,12,19
36106,MIL,35,1/1/2018,Away,TOR,L,127,131,44,93,0.473,13,27,0.481,26,28,0.929,10,43,27,9,3,14,23,45,91,0.495,14,33,0.424,27,33,0.818,6,40,25,8,8,12,20
37106,MIL,36,1/3/2018,Home,IND,W,122,101,44,75,0.587,9,17,0.529,25,28,0.893,6,34,33,8,5,16,23,41,84,0.488,3,15,0.2,16,19,0.842,8,30,24,7,2,14,20
38106,MIL,37,1/5/2018,Home,TOR,L,110,129,41,77,0.532,7,17,0.412,21,29,0.724,5,28,26,4,4,11,23,48,86,0.558,10,33,0.303,23,28,0.821,12,43,25,9,5,11,22
39106,MIL,38,1/6/2018,Away,WAS,W,110,103,39,80,0.488,7,22,0.318,25,30,0.833,10,45,20,11,6,15,26,37,78,0.474,8,21,0.381,21,29,0.724,4,34,25,6,6,14,22
40106,MIL,39,1/8/2018,Away,IND,L,96,109,34,74,0.459,7,27,0.259,21,27,0.778,5,34,18,11,4,17,24,44,79,0.557,7,22,0.318,14,20,0.7,8,40,30,9,5,16,23
41145,MIL,40,1/10/2018,Home,ORL,W,110,103,45,82,0.549,4,19,0.211,16,25,0.64,11,47,20,4,9,14,21,39,90,0.433,8,29,0.276,17,18,0.944,8,34,26,6,4,8,21
42122,MIL,41,1/12/2018,Home,GSW,L,94,108,36,85,0.424,11,28,0.393,11,12,0.917,8,33,21,9,6,12,20,44,79,0.557,5,15,0.333,15,18,0.833,10,43,28,7,3,11,13
43109,MIL,42,1/14/2018,Away,MIA,L,79,97,25,79,0.316,4,28,0.143,25,27,0.926,8,40,9,8,1,15,23,35,76,0.461,11,29,0.379,16,20,0.8,3,49,23,8,8,13,18
44106,MIL,43,1/15/2018,Away,WAS,W,104,95,38,81,0.469,8,16,0.5,20,29,0.69,15,44,21,14,6,17,25,32,76,0.421,6,21,0.286,25,31,0.806,11,39,19,10,8,23,22
45106,MIL,44,1/17/2018,Home,MIA,L,101,106,33,76,0.434,11,28,0.393,24,32,0.75,5,38,23,6,4,9,25,38,82,0.463,10,24,0.417,20,27,0.741,10,46,28,4,7,15,28
46106,MIL,45,1/20/2018,Away,PHI,L,94,116,33,82,0.402,10,32,0.313,18,22,0.818,8,35,20,10,3,17,20,45,85,0.529,10,25,0.4,16,19,0.842,11,45,32,9,4,16,18
47106,MIL,46,1/22/2018,Home,PHO,W,109,105,38,71,0.535,5,17,0.294,28,37,0.757,8,32,20,14,5,17,22,39,79,0.494,9,26,0.346,18,20,0.9,9,34,31,12,2,21,26
48106,MIL,47,1/26/2018,Home,BRK,W,116,91,43,83,0.518,12,23,0.522,18,20,0.9,3,44,28,9,6,9,17,33,89,0.371,8,34,0.235,17,20,0.85,11,45,18,5,2,14,19
49106,MIL,48,1/28/2018,Away,CHI,W,110,96,41,77,0.532,13,28,0.464,15,25,0.6,7,43,28,11,4,14,16,36,87,0.414,12,34,0.353,12,15,0.8,10,41,25,8,2,16,18
50106,MIL,49,1/29/2018,Home,PHI,W,107,95,38,80,0.475,11,28,0.393,20,22,0.909,8,42,26,6,8,9,19,36,82,0.439,2,26,0.077,21,23,0.913,10,43,22,5,4,14,17
51145,MIL,50,2/1/2018,Away,MIN,L,89,108,32,85,0.376,6,29,0.207,19,25,0.76,15,43,19,6,1,15,21,42,78,0.538,7,19,0.368,17,20,0.85,4,39,27,8,7,13,15
52122,MIL,51,2/2/2018,Home,NYK,W,92,90,33,76,0.434,7,24,0.292,19,26,0.731,4,36,18,10,8,11,21,36,89,0.404,5,25,0.2,13,17,0.765,18,57,24,7,4,18,21
53109,MIL,52,2/4/2018,Away,BRK,W,109,94,42,81,0.519,8,19,0.421,17,21,0.81,14,54,19,3,7,13,16,37,90,0.411,9,29,0.31,11,14,0.786,11,36,25,5,1,9,19
54106,MIL,53,2/6/2018,Away,NYK,W,103,89,37,82,0.451,8,26,0.308,21,27,0.778,8,43,23,11,6,14,17,37,89,0.416,5,23,0.217,10,15,0.667,11,47,20,5,6,17,19
